Order Date,Date,Quarter,Row ID,Order ID,Ship Mode,Customer ID,Segment,City,State,Region,Category,Sub-Category,Price,Quantity,Discount,Total sales,Profit
9/4/2020,4/2022,Q2,1283,CA-2017-122154,First Class,SA-20830,Consumer,Jacksonville,Florida,South,Office Supplies,Binders,17.43,1,0.7,5.23,-13.36
9/4/2020,4/2022,Q2,1284,CA-2017-122154,First Class,SA-20830,Consumer,Jacksonville,Florida,South,Office Supplies,Paper,251.64,3,0.2,603.94,88.07
9/4/2020,4/2022,Q2,4418,CA-2017-112900,Second Class,KL-16645,Consumer,Detroit,Michigan,Central,Office Supplies,Binders,478.24,8,0,3825.92,219.99
9/4/2020,4/2022,Q2,8475,CA-2017-169404,Standard Class,NC-18625,Corporate,York,Pennsylvania,East,Office Supplies,Binders,37.9,4,0.7,45.48,-29.05
9/4/2020,4/2022,Q2,8476,CA-2017-169404,Standard Class,NC-18625,Corporate,York,Pennsylvania,East,Office Supplies,Paper,65.58,2,0.2,104.93,23.77
10/4/2020,4/2022,Q2,859,CA-2017-161984,Standard Class,SJ-20125,Home Office,New Brunswick,New Jersey,East,Office Supplies,Paper,7.61,1,0,7.61,3.58
10/4/2020,4/2022,Q2,860,CA-2017-161984,Standard Class,SJ-20125,Home Office,New Brunswick,New Jersey,East,Office Supplies,Fasteners,7.16,2,0,14.32,3.58
10/4/2020,4/2022,Q2,3503,CA-2017-125115,Same Day,RD-19930,Consumer,Austin,Texas,Central,Office Supplies,Paper,10.37,2,0.2,16.59,3.63
10/4/2020,4/2022,Q2,3504,CA-2017-125115,Same Day,RD-19930,Consumer,Austin,Texas,Central,Technology,Accessories,95.74,3,0.2,229.77,20.34
10/4/2020,4/2022,Q2,5789,CA-2017-115070,Second Class,MG-18205,Corporate,Jacksonville,Florida,South,Furniture,Furnishings,12.32,5,0.2,49.28,1.85
10/4/2020,4/2022,Q2,5790,CA-2017-115070,Second Class,MG-18205,Corporate,Jacksonville,Florida,South,Office Supplies,Binders,4.42,3,0.7,3.98,-3.09
10/4/2020,4/2022,Q2,6379,CA-2017-150623,Standard Class,DB-13360,Home Office,Waterbury,Connecticut,East,Technology,Accessories,99.99,1,0,99.99,42
10/4/2020,4/2022,Q2,6380,CA-2017-150623,Standard Class,DB-13360,Home Office,Waterbury,Connecticut,East,Office Supplies,Storage,286.15,5,0,1430.75,71.54
10/4/2020,4/2022,Q2,7424,CA-2017-135069,Standard Class,BS-11755,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Appliances,195.1,4,0.2,624.33,21.95
10/4/2020,4/2022,Q2,7425,CA-2017-135069,Standard Class,BS-11755,Consumer,Philadelphia,Pennsylvania,East,Furniture,Furnishings,36.67,3,0.2,88.01,6.42
11/4/2020,4/2022,Q2,2001,CA-2017-166128,Standard Class,LW-17215,Consumer,Pasadena,California,West,Technology,Accessories,199.95,5,0,999.75,21.99
11/4/2020,4/2022,Q2,2002,CA-2017-166128,Standard Class,LW-17215,Consumer,Pasadena,California,West,Office Supplies,Art,41.86,7,0,293.02,14.23
11/4/2020,4/2022,Q2,2005,US-2017-143028,Standard Class,SC-20050,Home Office,Lubbock,Texas,Central,Office Supplies,Binders,11.36,3,0.8,6.82,-17.05
11/4/2020,4/2022,Q2,4351,US-2017-100482,Standard Class,JL-15130,Consumer,Lancaster,Ohio,East,Office Supplies,Storage,16.77,2,0.2,26.83,1.47
11/4/2020,4/2022,Q2,4352,US-2017-100482,Standard Class,JL-15130,Consumer,Lancaster,Ohio,East,Technology,Accessories,27.12,2,0.2,43.39,-4.75
11/4/2020,4/2022,Q2,8318,CA-2017-130904,Standard Class,HM-14980,Consumer,Burlington,North Carolina,South,Office Supplies,Art,1.75,1,0.2,1.4,0.15
11/4/2020,4/2022,Q2,8319,CA-2017-130904,Standard Class,HM-14980,Consumer,Burlington,North Carolina,South,Office Supplies,Art,20.99,8,0.2,134.35,2.36
12/4/2020,4/2022,Q2,1440,CA-2017-122735,Second Class,BD-11320,Consumer,Providence,Rhode Island,East,Office Supplies,Binders,29.7,5,0,148.5,13.37
12/4/2020,4/2022,Q2,1441,CA-2017-122735,Second Class,BD-11320,Consumer,Providence,Rhode Island,East,Office Supplies,Paper,39.96,4,0,159.84,17.98
13/4/2020,4/2022,Q2,2119,CA-2017-155460,First Class,RW-19630,Corporate,Seattle,Washington,West,Office Supplies,Paper,5.28,1,0,5.28,2.38
13/4/2020,4/2022,Q2,2120,CA-2017-155460,First Class,RW-19630,Corporate,Seattle,Washington,West,Office Supplies,Binders,895.92,5,0.2,3583.68,302.37
13/4/2020,4/2022,Q2,8340,CA-2017-135076,Standard Class,YS-21880,Corporate,Hesperia,California,West,Furniture,Chairs,436.7,6,0.2,2096.18,-38.21
13/4/2020,4/2022,Q2,9405,CA-2017-141663,Standard Class,DP-13105,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Fasteners,7.92,5,0.2,31.68,1.68
14/4/2020,4/2022,Q2,930,CA-2017-144932,First Class,AB-10165,Consumer,Toledo,Ohio,East,Office Supplies,Art,14.59,3,0.2,35.02,2.55
14/4/2020,4/2022,Q2,931,CA-2017-144932,First Class,AB-10165,Consumer,Toledo,Ohio,East,Office Supplies,Art,89.86,3,0.2,215.65,21.34
14/4/2020,4/2022,Q2,932,CA-2017-144932,First Class,AB-10165,Consumer,Toledo,Ohio,East,Office Supplies,Paper,13.87,3,0.2,33.29,5.03
14/4/2020,4/2022,Q2,2663,CA-2017-159604,First Class,CL-12700,Home Office,Springfield,Missouri,Central,Office Supplies,Binders,8.76,2,0,17.52,4.2
14/4/2020,4/2022,Q2,3100,CA-2017-131233,Standard Class,CS-12355,Consumer,New York City,New York,East,Office Supplies,Binders,10.78,3,0.2,25.86,3.5
14/4/2020,4/2022,Q2,3101,CA-2017-131233,Standard Class,CS-12355,Consumer,New York City,New York,East,Furniture,Bookcases,242.35,3,0.2,581.64,9.09
14/4/2020,4/2022,Q2,5361,US-2017-126060,Standard Class,DW-13585,Corporate,Fayetteville,North Carolina,South,Furniture,Bookcases,198.27,8,0.2,1268.94,-32.22
14/4/2020,4/2022,Q2,5646,CA-2017-127117,Standard Class,HM-14860,Corporate,Morristown,New Jersey,East,Furniture,Furnishings,74.45,5,0,372.25,20.1
15/4/2020,4/2022,Q2,13,CA-2017-114412,Standard Class,AA-10480,Consumer,Concord,North Carolina,South,Office Supplies,Paper,15.55,3,0.2,37.32,5.44
15/4/2020,4/2022,Q2,309,CA-2017-126774,First Class,SH-20395,Consumer,Arlington,Virginia,South,Office Supplies,Art,4.89,1,0,4.89,2
15/4/2020,4/2022,Q2,1867,CA-2017-118857,First Class,AH-10075,Corporate,Henderson,Nevada,West,Furniture,Furnishings,196.45,5,0,982.25,70.72
15/4/2020,4/2022,Q2,5218,CA-2017-134635,Second Class,NS-18640,Corporate,Los Angeles,California,West,Office Supplies,Paper,79.14,3,0,237.42,36.4
15/4/2020,4/2022,Q2,5953,US-2017-141698,Standard Class,SD-20485,Home Office,Houston,Texas,Central,Office Supplies,Paper,20.74,4,0.2,66.36,7.26
15/4/2020,4/2022,Q2,7369,CA-2017-161851,First Class,BP-11095,Corporate,Miami,Florida,South,Office Supplies,Binders,15.57,3,0.7,14.01,-11.94
16/4/2020,4/2022,Q2,1521,CA-2017-109946,Standard Class,PL-18925,Home Office,Chicago,Illinois,Central,Office Supplies,Art,16.52,5,0.2,66.08,2.07
16/4/2020,4/2022,Q2,2363,CA-2017-136497,Standard Class,RF-19840,Consumer,Columbus,Ohio,East,Office Supplies,Binders,13.71,5,0.7,20.57,-10.05
16/4/2020,4/2022,Q2,2546,CA-2017-108070,Standard Class,JE-15745,Consumer,San Jose,California,West,Office Supplies,Storage,205.92,4,0,823.68,2.06
16/4/2020,4/2022,Q2,2547,CA-2017-108070,Standard Class,JE-15745,Consumer,San Jose,California,West,Furniture,Bookcases,102.83,1,0.15,87.41,-6.05
16/4/2020,4/2022,Q2,2740,CA-2017-122707,First Class,EB-13750,Corporate,Hoover,Alabama,South,Office Supplies,Supplies,477.24,4,0,1908.96,9.54
16/4/2020,4/2022,Q2,2741,CA-2017-122707,First Class,EB-13750,Corporate,Hoover,Alabama,South,Technology,Accessories,25.98,2,0,51.96,1.56
16/4/2020,4/2022,Q2,3232,US-2017-156356,Standard Class,ND-18370,Consumer,Houston,Texas,Central,Office Supplies,Binders,26.05,3,0.8,15.63,-44.28
16/4/2020,4/2022,Q2,3233,US-2017-156356,Standard Class,ND-18370,Consumer,Houston,Texas,Central,Office Supplies,Binders,2.9,1,0.8,0.58,-4.78
16/4/2020,4/2022,Q2,3234,US-2017-156356,Standard Class,ND-18370,Consumer,Houston,Texas,Central,Office Supplies,Storage,32.54,2,0.2,52.07,-7.73
16/4/2020,4/2022,Q2,7723,US-2017-138086,Standard Class,JO-15550,Home Office,San Francisco,California,West,Office Supplies,Appliances,40.74,3,0,122.22,12.22
17/4/2020,4/2022,Q2,3011,CA-2017-134845,Standard Class,SR-20425,Home Office,Louisville,Colorado,West,Office Supplies,Binders,12.03,5,0.7,18.05,-9.22
17/4/2020,4/2022,Q2,3012,CA-2017-134845,Standard Class,SR-20425,Home Office,Louisville,Colorado,West,Technology,Machines,2549.99,5,0.7,3824.98,-3399.98
17/4/2020,4/2022,Q2,3013,CA-2017-134845,Standard Class,SR-20425,Home Office,Louisville,Colorado,West,Office Supplies,Binders,21.59,2,0.7,12.96,-15.84
17/4/2020,4/2022,Q2,3014,CA-2017-134845,Standard Class,SR-20425,Home Office,Louisville,Colorado,West,Office Supplies,Binders,8.96,6,0.7,16.14,-6.57
17/4/2020,4/2022,Q2,3015,CA-2017-134845,Standard Class,SR-20425,Home Office,Louisville,Colorado,West,Office Supplies,Paper,20.74,4,0.2,66.36,7.26
17/4/2020,4/2022,Q2,3252,CA-2017-119389,First Class,BG-11740,Consumer,Philadelphia,Pennsylvania,East,Furniture,Furnishings,60.31,3,0.2,144.75,5.28
17/4/2020,4/2022,Q2,6858,CA-2017-128965,Standard Class,PS-18760,Consumer,Los Angeles,California,West,Office Supplies,Paper,28.14,3,0,84.42,13.51
17/4/2020,4/2022,Q2,6859,CA-2017-128965,Standard Class,PS-18760,Consumer,Los Angeles,California,West,Office Supplies,Labels,7.38,2,0,14.76,3.47
17/4/2020,4/2022,Q2,6860,CA-2017-128965,Standard Class,PS-18760,Consumer,Los Angeles,California,West,Office Supplies,Fasteners,10.9,5,0,54.5,3.6
17/4/2020,4/2022,Q2,6861,CA-2017-128965,Standard Class,PS-18760,Consumer,Los Angeles,California,West,Technology,Accessories,274.89,11,0,3023.79,46.73
17/4/2020,4/2022,Q2,6862,CA-2017-128965,Standard Class,PS-18760,Consumer,Los Angeles,California,West,Office Supplies,Labels,23.04,8,0,184.32,11.29
17/4/2020,4/2022,Q2,6863,CA-2017-128965,Standard Class,PS-18760,Consumer,Los Angeles,California,West,Furniture,Chairs,218.35,3,0.2,524.04,-19.11
17/4/2020,4/2022,Q2,9588,US-2017-129203,Standard Class,BM-11575,Corporate,Chicago,Illinois,Central,Office Supplies,Storage,195.14,4,0.2,624.44,-43.91
20/4/2020,4/2022,Q2,2239,CA-2017-166849,Standard Class,SJ-20125,Home Office,Chicago,Illinois,Central,Furniture,Furnishings,44.4,2,0.6,35.52,-52.17
20/4/2020,4/2022,Q2,6154,CA-2017-151484,First Class,CV-12805,Corporate,Philadelphia,Pennsylvania,East,Furniture,Furnishings,51.97,2,0.2,83.15,10.39
20/4/2020,4/2022,Q2,6155,CA-2017-151484,First Class,CV-12805,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Storage,51.34,3,0.2,123.21,5.78
20/4/2020,4/2022,Q2,6156,CA-2017-151484,First Class,CV-12805,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Storage,332.7,1,0.2,266.16,33.27
20/4/2020,4/2022,Q2,6157,CA-2017-151484,First Class,CV-12805,Corporate,Philadelphia,Pennsylvania,East,Furniture,Furnishings,42.41,3,0.2,101.78,9.54
20/4/2020,4/2022,Q2,6766,CA-2017-100615,Standard Class,SJ-20215,Consumer,Chicago,Illinois,Central,Furniture,Chairs,317.06,3,0.3,665.82,-18.12
20/4/2020,4/2022,Q2,6767,CA-2017-100615,Standard Class,SJ-20215,Consumer,Chicago,Illinois,Central,Office Supplies,Art,15.76,2,0.2,25.22,3.55
20/4/2020,4/2022,Q2,6768,CA-2017-100615,Standard Class,SJ-20215,Consumer,Chicago,Illinois,Central,Furniture,Furnishings,14.56,5,0.6,29.12,-6.19
20/4/2020,4/2022,Q2,7595,CA-2017-119655,Standard Class,CV-12295,Consumer,Detroit,Michigan,Central,Office Supplies,Binders,146.86,7,0,1028.02,70.49
20/4/2020,4/2022,Q2,7596,CA-2017-119655,Standard Class,CV-12295,Consumer,Detroit,Michigan,Central,Office Supplies,Binders,36.56,4,0,146.24,18.28
20/4/2020,4/2022,Q2,9877,US-2017-166324,First Class,BE-11455,Home Office,Cleveland,Ohio,East,Office Supplies,Storage,848.54,4,0.2,2715.34,-21.21
20/4/2020,4/2022,Q2,9878,US-2017-166324,First Class,BE-11455,Home Office,Cleveland,Ohio,East,Office Supplies,Binders,8.7,5,0.7,13.05,-6.38
20/4/2020,4/2022,Q2,9879,US-2017-166324,First Class,BE-11455,Home Office,Cleveland,Ohio,East,Technology,Phones,122.38,3,0.4,220.29,-24.48
21/4/2020,4/2022,Q2,177,US-2017-152366,Second Class,SJ-20500,Consumer,Houston,Texas,Central,Office Supplies,Appliances,97.26,4,0.8,77.81,-243.16
21/4/2020,4/2022,Q2,1103,US-2017-145863,Standard Class,RP-19390,Consumer,Houston,Texas,Central,Office Supplies,Binders,2.69,3,0.8,1.62,-4.71
21/4/2020,4/2022,Q2,1104,US-2017-145863,Standard Class,RP-19390,Consumer,Houston,Texas,Central,Office Supplies,Binders,2.93,3,0.8,1.76,-4.99
21/4/2020,4/2022,Q2,3713,CA-2017-166198,First Class,JW-15955,Consumer,Seattle,Washington,West,Technology,Accessories,11.54,1,0,11.54,3.46
21/4/2020,4/2022,Q2,3714,CA-2017-166198,First Class,JW-15955,Consumer,Seattle,Washington,West,Furniture,Furnishings,162.6,3,0,487.8,34.15
21/4/2020,4/2022,Q2,7184,CA-2017-128853,First Class,JM-15250,Consumer,Baltimore,Maryland,East,Furniture,Chairs,908.82,9,0,8179.38,227.21
21/4/2020,4/2022,Q2,7567,CA-2017-140802,First Class,KN-16390,Corporate,Houston,Texas,Central,Technology,Accessories,47.98,3,0.2,115.14,8.4
21/4/2020,4/2022,Q2,7568,CA-2017-140802,First Class,KN-16390,Corporate,Houston,Texas,Central,Office Supplies,Paper,20.74,4,0.2,66.36,7.26
22/4/2020,4/2022,Q2,805,CA-2017-135783,First Class,GM-14440,Consumer,San Francisco,California,West,Furniture,Furnishings,18.28,2,0,36.56,6.22
22/4/2020,4/2022,Q2,3027,CA-2017-169054,Standard Class,MO-17800,Home Office,Philadelphia,Pennsylvania,East,Furniture,Furnishings,254.35,3,0.2,610.44,0
22/4/2020,4/2022,Q2,8280,CA-2017-146192,Standard Class,BD-11725,Consumer,Columbus,Georgia,South,Office Supplies,Storage,675.06,3,0,2025.18,87.76
23/4/2020,4/2022,Q2,2600,CA-2017-108553,Standard Class,SK-19990,Consumer,New York City,New York,East,Office Supplies,Appliances,121.94,2,0,243.88,35.36
23/4/2020,4/2022,Q2,2601,CA-2017-108553,Standard Class,SK-19990,Consumer,New York City,New York,East,Office Supplies,Supplies,122.71,7,0,858.97,36.81
23/4/2020,4/2022,Q2,3867,CA-2017-146360,Second Class,SC-20305,Consumer,Lawrence,Indiana,Central,Technology,Accessories,155.34,6,0,932.04,55.92
23/4/2020,4/2022,Q2,6033,CA-2017-104010,First Class,TD-20995,Consumer,New York City,New York,East,Office Supplies,Supplies,54.9,5,0,274.5,15.37
23/4/2020,4/2022,Q2,6596,CA-2017-157112,First Class,GG-14650,Corporate,Columbus,Ohio,East,Office Supplies,Binders,11.76,5,0.7,17.64,-7.84
23/4/2020,4/2022,Q2,6597,CA-2017-157112,First Class,GG-14650,Corporate,Columbus,Ohio,East,Office Supplies,Paper,5.34,1,0.2,4.28,1.87
23/4/2020,4/2022,Q2,7241,CA-2017-136651,Second Class,JF-15355,Consumer,Pasadena,California,West,Furniture,Furnishings,66.36,7,0,464.52,26.54
23/4/2020,4/2022,Q2,7242,CA-2017-136651,Second Class,JF-15355,Consumer,Pasadena,California,West,Office Supplies,Binders,92.88,6,0.2,445.82,30.19
23/4/2020,4/2022,Q2,7243,CA-2017-136651,Second Class,JF-15355,Consumer,Pasadena,California,West,Furniture,Furnishings,24.14,2,0,48.28,7.97
23/4/2020,4/2022,Q2,8470,US-2017-132031,Standard Class,PN-18775,Home Office,Clarksville,Tennessee,South,Furniture,Bookcases,387.14,4,0.2,1238.84,-14.52
23/4/2020,4/2022,Q2,8471,US-2017-132031,Standard Class,PN-18775,Home Office,Clarksville,Tennessee,South,Technology,Accessories,45.41,2,0.2,72.65,11.92
23/4/2020,4/2022,Q2,8472,US-2017-132031,Standard Class,PN-18775,Home Office,Clarksville,Tennessee,South,Furniture,Furnishings,77.95,3,0.2,187.08,-11.69
23/4/2020,4/2022,Q2,8473,US-2017-132031,Standard Class,PN-18775,Home Office,Clarksville,Tennessee,South,Office Supplies,Labels,3,1,0.2,2.4,1.05
23/4/2020,4/2022,Q2,8592,CA-2017-101700,First Class,SO-20335,Consumer,Greeley,Colorado,West,Office Supplies,Envelopes,18.69,2,0.2,29.9,7.01
23/4/2020,4/2022,Q2,8593,CA-2017-101700,First Class,SO-20335,Consumer,Greeley,Colorado,West,Furniture,Furnishings,11.66,3,0.2,27.99,3.35
24/4/2020,4/2022,Q2,1685,CA-2017-149489,First Class,DK-12835,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Appliances,99.28,2,0.2,158.85,12.41
24/4/2020,4/2022,Q2,1686,CA-2017-149489,First Class,DK-12835,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Binders,1.19,2,0.7,0.71,-0.99
24/4/2020,4/2022,Q2,1687,CA-2017-149489,First Class,DK-12835,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Binders,7.52,2,0.7,4.51,-5.76
24/4/2020,4/2022,Q2,3656,CA-2017-168102,Standard Class,CP-12340,Corporate,Jacksonville,Florida,South,Office Supplies,Storage,113.57,2,0.2,181.71,-21.29
24/4/2020,4/2022,Q2,5527,CA-2017-166933,Standard Class,MG-17890,Home Office,Santa Barbara,California,West,Office Supplies,Fasteners,1.81,1,0,1.81,0.65
24/4/2020,4/2022,Q2,5978,CA-2017-116953,First Class,SV-20935,Consumer,Mesa,Arizona,West,Technology,Phones,552,10,0.2,4416,34.5
24/4/2020,4/2022,Q2,6024,US-2017-128832,First Class,LS-16945,Corporate,Providence,Rhode Island,East,Technology,Accessories,69.98,2,0,139.96,4.9
24/4/2020,4/2022,Q2,8200,CA-2017-125269,Standard Class,AF-10870,Consumer,Chicago,Illinois,Central,Office Supplies,Binders,10.43,5,0.8,10.43,-18.25
24/4/2020,4/2022,Q2,8201,CA-2017-125269,Standard Class,AF-10870,Consumer,Chicago,Illinois,Central,Office Supplies,Storage,72.78,1,0.2,58.23,-18.2
25/4/2020,4/2022,Q2,5075,CA-2017-151071,Second Class,MB-18085,Consumer,Los Angeles,California,West,Office Supplies,Binders,13.9,2,0.2,22.25,4.52
25/4/2020,4/2022,Q2,5108,CA-2017-132213,First Class,PN-18775,Home Office,Nashville,Tennessee,South,Office Supplies,Art,42.05,9,0.2,302.75,5.26
25/4/2020,4/2022,Q2,5109,CA-2017-132213,First Class,PN-18775,Home Office,Nashville,Tennessee,South,Office Supplies,Art,67.92,5,0.2,271.68,6.79
25/4/2020,4/2022,Q2,5434,CA-2017-129707,Standard Class,LH-16750,Consumer,Chandler,Arizona,West,Office Supplies,Art,8.9,4,0.2,28.47,0.67
25/4/2020,4/2022,Q2,6888,CA-2017-120222,Standard Class,LL-16840,Consumer,Los Angeles,California,West,Office Supplies,Paper,19.05,3,0,57.15,8.76
25/4/2020,4/2022,Q2,6889,CA-2017-120222,Standard Class,LL-16840,Consumer,Los Angeles,California,West,Office Supplies,Binders,73.34,3,0.2,176.03,27.5
25/4/2020,4/2022,Q2,7172,CA-2017-125381,Second Class,SG-20605,Consumer,San Francisco,California,West,Technology,Accessories,107.97,3,0,323.91,22.67
25/4/2020,4/2022,Q2,8974,CA-2017-159226,Second Class,RL-19615,Consumer,Los Angeles,California,West,Furniture,Bookcases,344.98,7,0.15,2052.64,28.41
26/4/2020,4/2022,Q2,1359,CA-2017-160045,First Class,LB-16735,Consumer,Fort Worth,Texas,Central,Furniture,Furnishings,1.99,1,0.6,0.8,-1.44
26/4/2020,4/2022,Q2,2961,CA-2017-143665,Standard Class,PO-19180,Home Office,Seattle,Washington,West,Office Supplies,Paper,20.34,3,0,61.02,9.36
26/4/2020,4/2022,Q2,2962,CA-2017-143665,Standard Class,PO-19180,Home Office,Seattle,Washington,West,Office Supplies,Labels,39.28,8,0,314.24,19.25
27/4/2020,4/2022,Q2,3098,CA-2017-135692,Standard Class,CV-12805,Corporate,Fort Worth,Texas,Central,Office Supplies,Labels,33.12,4,0.2,105.98,11.59
27/4/2020,4/2022,Q2,3099,CA-2017-135692,Standard Class,CV-12805,Corporate,Fort Worth,Texas,Central,Furniture,Bookcases,220.27,4,0.32,599.12,-42.11
27/4/2020,4/2022,Q2,4637,CA-2017-168228,First Class,AP-10915,Consumer,Los Angeles,California,West,Office Supplies,Art,123.92,4,0,495.68,33.46
27/4/2020,4/2022,Q2,4638,CA-2017-168228,First Class,AP-10915,Consumer,Los Angeles,California,West,Office Supplies,Art,12.39,3,0,37.17,5.7
27/4/2020,4/2022,Q2,4639,CA-2017-168228,First Class,AP-10915,Consumer,Los Angeles,California,West,Office Supplies,Art,47.3,2,0,94.6,12.3
27/4/2020,4/2022,Q2,8638,CA-2017-151281,Standard Class,HM-14980,Consumer,Seattle,Washington,West,Furniture,Furnishings,139.58,7,0,977.06,39.08
28/4/2020,4/2022,Q2,5455,CA-2017-160962,Standard Class,MC-17605,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Storage,8.38,1,0.2,6.71,0.73
28/4/2020,4/2022,Q2,5456,CA-2017-160962,Standard Class,MC-17605,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Art,6.85,2,0.2,10.96,0.77
28/4/2020,4/2022,Q2,8087,CA-2017-120894,Standard Class,JL-15130,Consumer,Wilmington,North Carolina,South,Office Supplies,Appliances,28.08,3,0.2,67.39,5.27
28/4/2020,4/2022,Q2,8365,CA-2017-137631,Standard Class,JL-15235,Consumer,Kissimmee,Florida,South,Technology,Phones,751.98,2,0.2,1203.17,84.6
29/4/2020,4/2022,Q2,1728,US-2017-164056,Second Class,FM-14215,Corporate,Dublin,Ohio,East,Furniture,Tables,1048.35,5,0.4,3145.05,-69.89
29/4/2020,4/2022,Q2,7157,CA-2017-126718,Standard Class,KT-16480,Consumer,Orange,New Jersey,East,Office Supplies,Labels,4.91,1,0,4.91,2.41
30/4/2020,4/2022,Q2,1491,CA-2017-151911,Second Class,DL-13495,Corporate,New York City,New York,East,Office Supplies,Envelopes,62.96,4,0,251.84,28.33
30/4/2020,4/2022,Q2,1662,CA-2017-144526,Standard Class,QJ-19255,Corporate,Philadelphia,Pennsylvania,East,Technology,Phones,677.58,5,0.4,2032.74,-158.1
30/4/2020,4/2022,Q2,1663,CA-2017-144526,Standard Class,QJ-19255,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Binders,13.9,3,0.7,12.51,-9.26
30/4/2020,4/2022,Q2,1915,CA-2017-124597,Standard Class,AS-10630,Home Office,Boynton Beach,Florida,South,Office Supplies,Labels,4.61,2,0.2,7.37,1.67
30/4/2020,4/2022,Q2,1916,CA-2017-124597,Standard Class,AS-10630,Home Office,Boynton Beach,Florida,South,Office Supplies,Art,15.53,3,0.2,37.27,4.85
30/4/2020,4/2022,Q2,1917,CA-2017-124597,Standard Class,AS-10630,Home Office,Boynton Beach,Florida,South,Office Supplies,Labels,11.95,3,0.2,28.68,3.88
30/4/2020,4/2022,Q2,2779,CA-2017-108322,Standard Class,SS-20140,Corporate,Pompano Beach,Florida,South,Furniture,Furnishings,23.68,8,0.2,151.55,6.22
30/4/2020,4/2022,Q2,2780,CA-2017-108322,Standard Class,SS-20140,Corporate,Pompano Beach,Florida,South,Technology,Accessories,2.38,3,0.2,5.7,0.74
30/4/2020,4/2022,Q2,3410,US-2017-150847,Standard Class,JF-15490,Consumer,Columbus,Ohio,East,Office Supplies,Paper,10.37,2,0.2,16.59,3.63
30/4/2020,4/2022,Q2,4551,US-2017-107636,First Class,NM-18520,Consumer,Manchester,Connecticut,East,Office Supplies,Labels,5.76,2,0,11.52,2.82
30/4/2020,4/2022,Q2,4758,US-2017-144582,Standard Class,TC-21475,Home Office,Danville,Illinois,Central,Office Supplies,Binders,43.37,7,0.8,60.72,-69.4
30/4/2020,4/2022,Q2,5289,US-2017-136784,Standard Class,AD-10180,Home Office,San Francisco,California,West,Office Supplies,Paper,163.96,4,0,655.84,80.34
30/4/2020,4/2022,Q2,5314,CA-2017-137876,Standard Class,DJ-13510,Corporate,San Francisco,California,West,Furniture,Furnishings,64.96,2,0,129.92,21.44
30/4/2020,4/2022,Q2,5315,CA-2017-137876,Standard Class,DJ-13510,Corporate,San Francisco,California,West,Office Supplies,Envelopes,30.56,4,0,122.24,14.97
30/4/2020,4/2022,Q2,5526,CA-2017-154501,Standard Class,EA-14035,Corporate,Los Angeles,California,West,Office Supplies,Art,9.78,2,0,19.56,4.01
30/4/2020,4/2022,Q2,7183,CA-2017-150609,Standard Class,NZ-18565,Home Office,Los Angeles,California,West,Office Supplies,Binders,23.24,5,0.2,92.96,7.55
30/4/2020,4/2022,Q2,8564,US-2017-108315,Standard Class,MH-18115,Home Office,Sanford,Florida,South,Office Supplies,Binders,4.84,3,0.7,4.36,-3.55
30/4/2020,4/2022,Q2,8565,US-2017-108315,Standard Class,MH-18115,Home Office,Sanford,Florida,South,Furniture,Furnishings,220.7,6,0.2,1059.38,-8.28
1/5/2020,5/2022,Q2,3896,CA-2017-110212,Standard Class,SJ-20125,Home Office,Texarkana,Arkansas,South,Technology,Accessories,48.9,5,0,244.5,18.09
1/5/2020,5/2022,Q2,8235,CA-2017-102204,Standard Class,CJ-12010,Consumer,Jacksonville,Florida,South,Office Supplies,Supplies,3.33,2,0.2,5.32,0.42
1/5/2020,5/2022,Q2,8236,CA-2017-102204,Standard Class,CJ-12010,Consumer,Jacksonville,Florida,South,Furniture,Tables,933.26,4,0.45,2053.18,-458.15
1/5/2020,5/2022,Q2,8237,CA-2017-102204,Standard Class,CJ-12010,Consumer,Jacksonville,Florida,South,Furniture,Chairs,2803.92,5,0.2,11215.68,0
1/5/2020,5/2022,Q2,9335,CA-2017-110198,First Class,AG-10900,Consumer,Coral Springs,Florida,South,Furniture,Bookcases,314.35,3,0.2,754.44,-15.72
1/5/2020,5/2022,Q2,9336,CA-2017-110198,First Class,AG-10900,Consumer,Coral Springs,Florida,South,Office Supplies,Labels,4.61,2,0.2,7.37,1.5
2/5/2020,5/2022,Q2,2518,CA-2017-123134,Standard Class,DW-13585,Corporate,Westfield,New Jersey,East,Furniture,Furnishings,129.93,3,0,389.79,12.99
2/5/2020,5/2022,Q2,6913,US-2017-128398,Second Class,EM-13825,Corporate,Los Angeles,California,West,Technology,Accessories,159.56,4,0,638.24,59.04
2/5/2020,5/2022,Q2,7393,CA-2017-147844,Standard Class,DD-13570,Consumer,Los Angeles,California,West,Office Supplies,Paper,15.7,5,0,78.5,7.07
